framework,ncpu,iter,elapsed,flops
mpi-non,48,64,0.003433355,577114800000.0
mpi-non,48,512,0.008960673,1757011000000.0
mpi-non,48,4096,0.05473901,2298991000000.0
mpi-non,48,32768,0.4207392,2392571000000.0
mpi-non,48,262144,3.329656,2418592000000.0
mpi-non,48,2097152,26.45122,2435598000000.0
mpi-non,48,16777216,211.5979,2435733000000.0
mpi-non,48,64,0.003203974,618432000000.0
mpi-non,48,512,0.009013555,1746703000000.0
mpi-non,48,4096,0.05449595,2309245000000.0
mpi-non,48,32768,0.4349486,2314407000000.0
mpi-non,48,262144,3.330902,2417687000000.0
mpi-non,48,2097152,26.49578,2431502000000.0
mpi-non,48,16777216,211.5788,2435953000000.0
mpi-non,48,64,0.003417386,579811600000.0
mpi-non,48,512,0.008857902,1777396000000.0
mpi-non,48,4096,0.07001651,1797354000000.0
mpi-non,48,32768,0.4356008,2310942000000.0
mpi-non,48,262144,3.349424,2404318000000.0
mpi-non,48,2097152,26.66722,2415869000000.0
mpi-non,48,16777216,211.554,2436238000000.0
mpi-non,48,64,0.003317768,597220800000.0
mpi-non,48,512,0.0090377,1742036000000.0
mpi-non,48,4096,0.07026239,1791065000000.0
mpi-non,48,32768,0.4351964,2313090000000.0
mpi-non,48,262144,3.334307,2415218000000.0
mpi-non,48,2097152,26.45076,2435640000000.0
mpi-non,48,16777216,211.6376,2435277000000.0
mpi-non,48,64,0.003303869,599733200000.0
mpi-non,48,512,0.008939194,1761233000000.0
mpi-non,48,4096,0.05676399,2216977000000.0
mpi-non,48,32768,0.4322517,2328848000000.0
mpi-non,48,262144,3.331663,2417135000000.0
mpi-non,48,2097152,26.49018,2432015000000.0
mpi-non,48,16777216,211.5141,2436698000000.0
mpi-non,96,64,0.003337184,1187492000000.0
mpi-non,96,512,0.009058574,3476044000000.0
mpi-non,96,4096,0.05450318,4617877000000.0
mpi-non,96,32768,0.4186525,4808992000000.0
mpi-non,96,262144,3.31122,4864116000000.0
