framework,ncpu,iter,elapsed,flops
mpi-non,384,512,0.005092033,9894044000000.0
mpi-non,384,4096,0.02325615,17315950000000.0
mpi-non,384,32768,0.1906608,16895320000000.0
mpi-non,384,262144,1.735955,14844770000000.0
mpi-non,384,2097152,10.72207,19227490000000.0
mpi-non,384,16777216,84.91809,19421860000000.0
mpi-non,384,64,0.003032788,2090686000000.0
mpi-non,384,512,0.005047138,9982053000000.0
mpi-non,384,4096,0.06357359,6334428000000.0
mpi-non,384,32768,0.2282024,14115870000000.0
mpi-non,384,262144,1.622359,15884180000000.0
mpi-non,384,2097152,10.64142,19373220000000.0
mpi-non,384,16777216,85.41135,19309700000000.0
mpi-non,384,64,0.007271863,871937200000.0
mpi-non,384,512,0.005152215,9778474000000.0
mpi-non,384,4096,0.02493194,16152060000000.0
mpi-non,384,32768,0.176259,18275800000000.0
mpi-non,384,262144,1.639702,15716180000000.0
mpi-non,384,2097152,10.6541,19350160000000.0
mpi-non,384,16777216,86.16388,19141050000000.0
mpi-non,384,64,0.002897765,2188103000000.0
mpi-non,384,512,0.006082668,8282681000000.0
mpi-non,384,4096,0.02320847,17351530000000.0
mpi-non,384,32768,0.1826013,17641030000000.0
mpi-non,384,262144,1.333363,19326970000000.0
mpi-non,384,2097152,10.79576,19096240000000.0
mpi-non,384,16777216,85.51699,19285850000000.0
mpi-openmp,48,64,0.0370172,21411020000.0
mpi-openmp,48,512,0.03837178,164120600000.0
mpi-openmp,48,4096,0.05373759,936733400000.0
mpi-openmp,48,32768,0.1981762,2031825000000.0
mpi-openmp,48,262144,1.356995,2373798000000.0
mpi-openmp,48,2097152,10.62182,2426120000000.0
mpi-openmp,48,16777216,84.74983,2432553000000.0
mpi-openmp,48,64,0.03735392,21218010000.0
mpi-openmp,48,512,0.03856269,163308100000.0
mpi-openmp,48,4096,0.05361598,938858000000.0
mpi-openmp,48,32768,0.1987945,2025505000000.0
mpi-openmp,48,262144,1.357156,2373516000000.0
mpi-openmp,48,2097152,10.62111,2426281000000.0
mpi-openmp,48,16777216,84.76936,2431992000000.0
mpi-openmp,48,64,0.03908797,20276720000.0
mpi-openmp,48,512,0.03962356,158935700000.0
mpi-openmp,48,4096,0.04992093,1008351000000.0
mpi-openmp,48,32768,0.1985778,2027716000000.0
mpi-openmp,48,262144,1.357716,2372538000000.0
mpi-openmp,48,2097152,10.61979,2426584000000.0
mpi-openmp,48,16777216,84.75164,2432501000000.0
mpi-openmp,48,64,0.03803257,20839400000.0
mpi-openmp,48,512,0.03525512,178629400000.0
mpi-openmp,48,4096,0.05020395,1002666000000.0
mpi-openmp,48,32768,0.194358,2071741000000.0
mpi-openmp,48,262144,1.356537,2374599000000.0
mpi-openmp,48,2097152,10.61729,2427155000000.0
mpi-openmp,48,16777216,84.78214,2431626000000.0
mpi-openmp,48,64,0.03758857,21085560000.0
mpi-openmp,48,512,0.03959702,159042300000.0
mpi-openmp,48,4096,0.081475,617831100000.0
mpi-openmp,48,32768,0.1950298,2064604000000.0
mpi-openmp,48,262144,1.35954,2369353000000.0
mpi-openmp,48,2097152,10.62969,2424323000000.0
mpi-openmp,48,16777216,84.74029,2432827000000.0
mpi-openmp,96,64,0.03921099,40426220000.0
mpi-openmp,96,512,0.04014927,313709300000.0
mpi-openmp,96,4096,0.05590294,1800900000000.0
mpi-openmp,96,32768,0.2008236,4010079000000.0
mpi-openmp,96,262144,1.364595,4721154000000.0
mpi-openmp,96,2097152,10.65942,4835125000000.0
mpi-openmp,96,16777216,84.89292,4856905000000.0
mpi-openmp,96,64,0.03934161,40292000000.0
mpi-openmp,96,512,0.04076971,308935200000.0
mpi-openmp,96,4096,0.05986153,1681808000000.0
mpi-openmp,96,32768,0.2000753,4025077000000.0
mpi-openmp,96,262144,1.362033,4730035000000.0
mpi-openmp,96,2097152,10.64671,4840894000000.0
mpi-openmp,96,16777216,84.95231,4853510000000.0
mpi-openmp,96,64,0.03928235,40352780000.0
mpi-openmp,96,512,0.04039512,311800000000.0
mpi-openmp,96,4096,0.0561692,1792363000000.0
mpi-openmp,96,32768,0.2005781,4014988000000.0
mpi-openmp,96,262144,1.399413,4603690000000.0
mpi-openmp,96,2097152,10.68271,4824585000000.0
mpi-openmp,96,16777216,84.90969,4855946000000.0
mpi-openmp,96,64,0.03826166,41429260000.0
mpi-openmp,96,512,0.03950927,318791000000.0
mpi-openmp,96,4096,0.05467541,1841332000000.0
mpi-openmp,96,32768,0.1996992,4032659000000.0
mpi-openmp,96,262144,1.363192,4726015000000.0
mpi-openmp,96,2097152,10.64802,4840301000000.0
mpi-openmp,96,16777216,84.9487,4853716000000.0
mpi-openmp,96,64,0.03875107,40906020000.0
mpi-openmp,96,512,0.03960938,317985300000.0
mpi-openmp,96,4096,0.05592393,1800224000000.0
mpi-openmp,96,32768,0.1991381,4044021000000.0
mpi-openmp,96,262144,1.364449,4721659000000.0
mpi-openmp,96,2097152,10.69601,4818583000000.0
mpi-openmp,96,16777216,84.93318,4854603000000.0
mpi-openmp,192,64,0.03880179,81705110000.0
mpi-openmp,192,512,0.04043565,622975100000.0
mpi-openmp,192,4096,0.05261412,3826942000000.0
mpi-openmp,192,32768,0.2007941,8021338000000.0
mpi-openmp,192,262144,1.406892,9158435000000.0
mpi-openmp,192,2097152,10.78233,9560019000000.0
mpi-openmp,192,16777216,86.5684,9525805000000.0
mpi-openmp,192,64,0.04144813,76488470000.0
mpi-openmp,192,512,0.03980143,632901900000.0
mpi-openmp,192,4096,0.05536246,3636962000000.0
mpi-openmp,192,32768,0.234442,6870089000000.0
mpi-openmp,192,262144,1.402196,9189104000000.0
mpi-openmp,192,2097152,10.94211,9420419000000.0
mpi-openmp,192,16777216,86.93589,9485539000000.0
mpi-openmp,192,64,0.0423077,74934450000.0
mpi-openmp,192,512,0.04123816,610851700000.0
mpi-openmp,192,4096,0.05439491,3701655000000.0
